ALAMANCE    	 11/05/2002	       	 absentee/provisional                         	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	  1494	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 36    	 VIEWMONT #1                                  	 D CT JUDGE(25) (OWSLEY)       	 Steve B. Potter               	    	   149	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 36    	 VIEWMONT #1                                  	 DISTRICT ATTORNEY (25)        	 James (Jay) Gaither, Jr.      	 REP	   548	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 36    	 VIEWMONT #1                                  	 DISTRICT ATTORNEY (25)        	 Robert M. Grant, Jr.          	 DEM	   522	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 36    	 VIEWMONT #1                                  	 NC HOUSE (88)                 	 Mark K. Hilton                	 REP	   855	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 36    	 VIEWMONT #1                                  	 NC SENATE  (44)               	 Austin Allran                 	 REP	   896	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 36    	 VIEWMONT #1                                  	 SUPERIOR COURT JUDGE (25B)    	 J. David Abernethy            	    	   517	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 36    	 VIEWMONT #1                                  	 SUPERIOR COURT JUDGE (25B)    	 Nathaniel J. (Nathan) Poovey  	    	   431	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 36    	 VIEWMONT #1                                  	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   732	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 36    	 VIEWMONT #1                                  	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   245	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 36    	 VIEWMONT #1                                  	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   251	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 36    	 VIEWMONT #1                                  	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   735	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 36    	 VIEWMONT #1                                  	 US HOUSE (10TH DISTRICT)      	 Cass Ballenger                	 REP	   732	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 36    	 VIEWMONT #1                                  	 US HOUSE (10TH DISTRICT)      	 Christopher M. Hill           	 LIB	    20	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 36    	 VIEWMONT #1                                  	 US HOUSE (10TH DISTRICT)      	 Ron Daugherty                 	 DEM	   332	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 36    	 VIEWMONT #1                                  	 US SENATE                     	 Elizabeth H. Dole             	 REP	   798	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 36    	 VIEWMONT #1                                  	 US SENATE                     	 Erskine B. Bowles             	 DEM	   287	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 36    	 VIEWMONT #1                                  	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     0	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 36    	 VIEWMONT #1                                  	 US SENATE                     	 Sean Haugh                    	 LIB	     6	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   282	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   438	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   450	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   264	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   446	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   273	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   410	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   308	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   281	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   437	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 D CT JUDGE(25) (ABERNETHY)    	 Amy R. Sigmon                 	    	   490	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 D CT JUDGE(25) (BRADY)        	 Bob Brady                     	    	   458	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 D CT JUDGE(25) (EDWARDS)      	 C. Thomas Edwards             	    	   442	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 D CT JUDGE(25) (HAYES)        	 Gregory R. (Greg) Hayes       	    	   390	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 D CT JUDGE(25) (HAYES)        	 Jason R. Parker               	    	   229	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 D CT JUDGE(25) (HODGES)       	 Richard S. Holloway           	    	   181	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 D CT JUDGE(25) (HODGES)       	 Sherri Wilson Elliott         	    	   394	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 D CT JUDGE(25) (JONES)        	 John R. Mull                  	    	   282	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 D CT JUDGE(25) (JONES)        	 Jonathan L. (Jon) Jones       	    	   277	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 D CT JUDGE(25) (OWSLEY)       	 L. Suzanne (San) Owsley       	    	   463	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 D CT JUDGE(25) (OWSLEY)       	 Steve B. Potter               	    	   142	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 DISTRICT ATTORNEY (25)        	 James (Jay) Gaither, Jr.      	 REP	   395	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 DISTRICT ATTORNEY (25)        	 Robert M. Grant, Jr.          	 DEM	   368	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 NC HOUSE (88)                 	 Mark K. Hilton                	 REP	   588	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 NC SENATE  (44)               	 Austin Allran                 	 REP	   604	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 SUPERIOR COURT JUDGE (25B)    	 J. David Abernethy            	    	   394	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 SUPERIOR COURT JUDGE (25B)    	 Nathaniel J. (Nathan) Poovey  	    	   327	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   478	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   252	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   258	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   471	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 US HOUSE (10TH DISTRICT)      	 Cass Ballenger                	 REP	   469	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 US HOUSE (10TH DISTRICT)      	 Christopher M. Hill           	 LIB	    27	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 US HOUSE (10TH DISTRICT)      	 Ron Daugherty                 	 DEM	   275	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 US SENATE                     	 Elizabeth H. Dole             	 REP	   464	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 US SENATE                     	 Erskine B. Bowles             	 DEM	   303	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 US SENATE                     	 Paul G. DeLaney  (Write In)   	    	     0	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 37    	 VIEWMONT #2                                  	 US SENATE                     	 Sean Haugh                    	 LIB	     8	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 CT OF APPEALS JUDGE (BIGGS)   	 Loretta C. Biggs              	 DEM	   339	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 CT OF APPEALS JUDGE (BIGGS)   	 Sanford L. Steelman, Jr.      	 REP	   735	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 CT OF APPEALS JUDGE (BRYANT)  	 Ann Marie Calabria            	 REP	   736	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 CT OF APPEALS JUDGE (BRYANT)  	 Wanda G. Bryant               	 DEM	   336	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 CT OF APPEALS JUDGE (CAMPBELL)	 Eric Levinson                 	 REP	   711	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 CT OF APPEALS JUDGE (CAMPBELL)	 Hugh Brown Campbell, Jr.      	 DEM	   367	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 CT OF APPEALS JUDGE (THOMAS)  	 Bill Constangy                	 REP	   677	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 CT OF APPEALS JUDGE (THOMAS)  	 Martha Geer                   	 DEM	   395	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 CT OF APPEALS JUDGE (WALKER)  	 George R. Barrett             	 DEM	   326	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 CT OF APPEALS JUDGE (WALKER)  	 Rick Elmore                   	 REP	   754	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 D CT JUDGE(25) (ABERNETHY)    	 Amy R. Sigmon                 	    	   726	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 D CT JUDGE(25) (BRADY)        	 Bob Brady                     	    	   700	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 D CT JUDGE(25) (EDWARDS)      	 C. Thomas Edwards             	    	   678	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 D CT JUDGE(25) (HAYES)        	 Gregory R. (Greg) Hayes       	    	   587	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 D CT JUDGE(25) (HAYES)        	 Jason R. Parker               	    	   382	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 D CT JUDGE(25) (HODGES)       	 Richard S. Holloway           	    	   238	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 D CT JUDGE(25) (HODGES)       	 Sherri Wilson Elliott         	    	   617	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 D CT JUDGE(25) (JONES)        	 John R. Mull                  	    	   380	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 D CT JUDGE(25) (JONES)        	 Jonathan L. (Jon) Jones       	    	   416	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 D CT JUDGE(25) (OWSLEY)       	 L. Suzanne (San) Owsley       	    	   691	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 D CT JUDGE(25) (OWSLEY)       	 Steve B. Potter               	    	   196	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 DISTRICT ATTORNEY (25)        	 James (Jay) Gaither, Jr.      	 REP	   591	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 DISTRICT ATTORNEY (25)        	 Robert M. Grant, Jr.          	 DEM	   584	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 NC HOUSE (88)                 	 Mark K. Hilton                	 REP	   931	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 NC SENATE  (44)               	 Austin Allran                 	 REP	   959	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 SUPERIOR COURT JUDGE (25B)    	 J. David Abernethy            	    	   450	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 SUPERIOR COURT JUDGE (25B)    	 Nathaniel J. (Nathan) Poovey  	    	   638	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 SUPREME COURT (BUTTERFIELD)   	 Edward Thomas Brady           	 REP	   793	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 SUPREME COURT (BUTTERFIELD)   	 G. K. Butterfield             	 DEM	   297	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 SUPREME COURT (ORR)           	 Bob Hunter                    	 DEM	   307	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 SUPREME COURT (ORR)           	 Robert F. (Bob) Orr           	 REP	   793	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 US HOUSE (10TH DISTRICT)      	 Cass Ballenger                	 REP	   787	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 US HOUSE (10TH DISTRICT)      	 Christopher M. Hill           	 LIB	    33	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 US HOUSE (10TH DISTRICT)      	 Ron Daugherty                 	 DEM	   392	 2002-11-20 13:31:36.310
CATAWBA     	 11/05/2002	 38    	 FALLING CREEK                                	 US SENATE                     	 Elizabeth H. Dole             	 REP	   848	 2002-11-20 13:31:36.310
